微博内容,发布者名称,发布时间以及设备,发布者主页
#长沙自建房倒塌第9名被困者救出#5月3日4时15分左右，经过救援人员的努力，第9名被困人员成功获救，第一时间送往医院救治。#长沙自建房倒塌事故救援第5天##第9名被困人员被救出#L中国消防的微博视频​​​,克州消防,今天10:51 来自微博视频号,https://weibo.com/5500585112?refer_flag=1001030103_
【湖南长沙居民自建房倒塌事故第9名被困者获救｜NuevepersonashansidodetenidasydecenasaúnsiguenatrapadasenelderrumbedeunedificioenChangsha】EnlaprovinciacentraldeHunannuevepersonashansidoarrestadasporsupresuntaresponsabilidadenelderrumbedeunedifi​展开c,CGTN西班牙语频道,今天10:49 来自微博weibo.com,https://weibo.com/2260496203?refer_flag=1001030103_
#人世间##点亮梦#人生在世活着最好,刘五一,今天10:49 来自华为HarmonyOS设备,https://weibo.com/2176946705?refer_flag=1001030103_
【#长沙自建房倒塌第9名被困者救出#】今天，湖南#长沙自建房倒塌事故救援第5天#,澄城检察,今天10:48 来自华为畅享5G,https://weibo.com/3815077818?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,昆明市中级人民法院,今天10:47 来自微博视频号,https://weibo.com/3202103081?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,云南法制报,今天10:47 来自微博视频号,https://weibo.com/2634513522?refer_flag=1001030103_
#予曦热点分享#【长沙居民自建房倒塌事故第九名被困人员被救出】5月3日4时15分许，湖南长沙居民自建房倒塌事故的第九名被困人员被救出。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一​展开c,法学予曦志愿者服务团队,今天10:47 来自RedmiK50,https://weibo.com/7514937645?refer_flag=1001030103_
【盐田：全面推进自建房屋安全专项整治行动坚决防范各类重大事故发生】5月2日下午，盐田区委副书记、区长邓飞波率队检查辖区自建房屋安全管理和疫情防控工作。检查过程中，邓飞波强调，要深刻汲取“4·29”湖南长沙居民自建房倒塌事故教训，全面推进自建房安全专项整治行动，深入排查整治建筑行业尤其​展开c,盐田发布,今天10:45 来自nova65G自拍大不一样,https://weibo.com/2859077850?refer_flag=1001030103_
#长沙自建房倒塌事故救援第5天#关注很多天了，太揪心了。不应该指责救援人员，他们是最希望所有人都能获救的。这个老房子是坍塌不是倾倒，几乎都是碎块压下去。希望有奇迹，但现场人员更了解到底有多少生还者，评估如何最大限度地保证还有生命体征的人员能完整出来。今年这种人祸太多了，必须严惩​展开c,繁华vasiny,今天10:44 来自HUAWEIMate40Pro,https://weibo.com/2734132027?refer_flag=1001030103_
#长沙居民自建房倒塌事故救援记录#【长沙居民自建房倒塌事故近88小时后救出第九名被困者】5月3日4时15分许，新华社记者在湖南长沙居民自建房倒塌事故救援现场看到，一名被困人员成功获救，被紧急送往医院接受治疗。这是本次事故发生以来第九名获救被困者。#长沙自建房倒塌救出第9名被困人员#@新华社​展开c,今日女报,今天10:41 来自iPhone客户端,https://weibo.com/1297954675?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,今视频,今天10:41 来自微博视频号,https://weibo.com/1288429914?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,人民法院报,今天10:40 来自微博视频号,https://weibo.com/3268047813?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,时代周报,今天10:39 来自微博视频号,https://weibo.com/1644119190?refer_flag=1001030103_
【刚刚！第8人被救出！长沙自建房倒塌救援为何如此艰难？】4月29日，湖南长沙一居民自建房发生倒塌事故，造成23人被困、39人失联，相关救援和应急处置工作正在推进。5月2日晚上7时20分左右，在湖南长沙居民自建房倒塌事故现场，第8名被困人员被救出，是一名年轻女性。伤员腿部被压受伤，救出后被紧急送​展开c,南昌市应急管理局,今天10:38 来自微博weibo.com,https://weibo.com/2101298760?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,上犹发布,今天10:38 来自iPhone客户端,https://weibo.com/3503060957?refer_flag=1001030103_
#长沙居民自建房倒塌事故救出第9名被困者#【长沙居民自建房倒塌事故近88小时后救出第九名被困者】#长沙居民自建房倒塌事故现场救援最新进展#3日4时15分许，长沙居民自建房倒塌事故近88小时后救出第九名被困者。获救女子可与外界交流，已被紧急送往医院。　　记者在现场看到，2日22时许，救援现场叫停​展开c,陇东报,今天10:33 来自微博视频号,https://weibo.com/2121889774?refer_flag=1001030103_
#时政#5月3日，星期二，农历四月初三1、湖南长沙居民自建房倒塌事故救援进展：现场仍有生命迹象，已确定第9名被困者位置。2、市场监管总局：3月全国新设市场主体同比增长19.3%。3、北京新增“41+9”，新增3个高风险地区，建外SOHO、望京SOHO、华贸购物中心被临时管控。4、北京单样本核酸检测价格​展开c,永州中公教育,今天10:31 来自360安全浏览器,https://weibo.com/2344984217?refer_flag=1001030103_
【方和圆简报】美好的一天，从读报开始，5月3日，壬寅年四月初三​，星期二，劳动节快乐，幸福生活1、长沙自建房倒塌事故警方刑拘9人：检测公司曾出具虚假安全鉴定报告；2、江苏无锡调整个人住房转让增值税免征年限，5年改2年；3、深圳安排1亿元补贴电子和家电消费;4、刘畊宏带火小店瑜伽垫销量翻​展开c,河北方和圆紧固件制造有限公司,今天10:27 来自荣耀10青春版,https://weibo.com/6052763990?refer_flag=1001030103_
#买房指导#【住建部：对经营性自建房进行全面彻查】中新经纬5月1日电据“中国建设报”微信公众号消息，5月1日下午，住房和城乡建设部在湖南长沙设主会场召开视频会议，认真吸取湖南长沙居民自建房倒塌事故教训，对全国房屋市政工程安全生产工作再督促、再落实，部署全国自建房安全专项整治，切实防范​展开c,沈阳新浪房产,今天10:26 来自乐居网,https://weibo.com/1686551944?refer_flag=1001030103_
『2022.5.3』➊新闻早班车湖南长沙居民自建房倒塌事故，第八名被困者获救。O早知天下事➋传媒热点青记独家丨新闻业新图景下的媒介结构及其走向O青记独家丨新闻业新图景下的媒介结构及其走向钱理群丨我曾把希望寄托于“七〇后”“八〇后”，事实却证明不过是一场梦O钱理群丨我曾把希望寄托于“七〇后”“八〇后”，事实却证明不过是一场梦《现代传播》​展开c,1037新传考研站,今天10:21 来自iPhone客户端,https://weibo.com/7389536714?refer_flag=1001030103_
#长沙自建房倒塌致23人被困39人失联#长沙塌楼事件向国民敲响警钟，改善国民的住居环境仍然任重道远，不仅仅要改善住的面积，生态环境，更重要的是安全性，任何住宅都有它的品质和使用寿命，粗制滥造，随意加改，都应该被禁止，不合住居的危房不得租居，以生命为第一要义，今后的房住不炒应向这方面展​展开c,雷家林书画,今天10:21 来自魅族16s旗舰手机,https://weibo.com/1702491875?refer_flag=1001030103_
"为什么没有使用大型机械""揭盖""营救？有哪些难点？-新华社客户端O网页链接4月29日12时24分，湖南省长沙市望城区金山桥街道一居民自建房发生倒塌事故，截至5月2日晚7时20分，已有8人获救。目前，救援仍在紧张进行中。为什么没有立即使用大型机械“揭盖”营救？当下救援存在哪些难点？围绕​展开c",用户ys清风,今天10:19 来自荣耀30Pro+5G,https://weibo.com/6490313550?refer_flag=1001030103_
【湖南长沙居民自建房倒塌事故已确定第9名被困者位置】5月2日晚上，湖南大学土木工程学院教授、现场应急救援专家组副组长陈大川接受采访时介绍，湖南长沙居民自建房倒塌事故现场在救出8名被困人员后，现场仍有被困者生命迹象，目前已确定第9名被困者位置。现场救援力量将继续争分夺秒，组织精干力量不​展开c,西湖检察,今天10:17 来自iPhone客户端,https://weibo.com/2332437804?refer_flag=1001030103_
坚持到底，绝不放弃#想大口喝矿泉水的女孩成功获救#【#救援人员讲述第8位被困者获救细节#】昨天晚上，#长沙自建房倒塌救出第8名被困人员#。救援人员介绍，被困女孩两条腿都被埋压，虽然曾提出过截肢的方案，但是为了最大限度保护被困者，救援人员通过几个小时的加固，成功将她救出！​展开c,昌吉州消防,今天10:17 来自微博视频号,https://weibo.com/2534115874?refer_flag=1001030103_
4月29日12时24分，湖南省长沙市望城区金山桥街道一居民自建房发生倒塌事故，截至5月2日晚7时20分，已有8人获救。目前，救援仍在紧张进行中。为什么没有立即使用大型机械“揭盖”营救？当下救援存在哪些难点？为营救被困人员采取了哪些手段？围绕这些问题，中国救援队副队长韩文东接受了新华社记者的采​展开c,不带键盘,今天10:15 来自HUAWEIMate305G,https://weibo.com/7295131640?refer_flag=1001030103_
今天是2022年5月3日，阴历壬寅年四月初三1、上海将在5月1日至7日继续开展核酸筛查工作：采取“核酸+抗原”组合检测模式2、上海一福利院转运“死亡”老人时发现其并未死亡，5人被问责3、张大千仿王希孟《千里江山图》3.7亿港元成交4、长沙自建房倒塌事故失联人员大部分为学生，公安机关已对房主、设​展开c,new微语,今天10:15 来自HUAWEIMate40E,https://weibo.com/6241218890?refer_flag=1001030103_
【#长沙自建房倒塌第9名被困者救出#中国救援队副队长韩文东：不到最后一刻绝不放弃！】长沙倒塌事件最新进展。截止到今天早晨7点过7分，中国消防消息：第九名被困人员获救！是一名女性。截止目前，经初步核实，房屋内受困人员23人，已救出9人，事发地附近有39人失联。今天我们来看几个救援开展工作中​展开c,927事事关心,今天10:13 来自iPhone客户端,https://weibo.com/1768009884?refer_flag=1001030103_
5月3日，#中公早报#星期二，农历四月初三1、湖南长沙居民自建房倒塌事故救援进展：现场仍有生命迹象，已确定第9名被困者位置。2、市场监管总局：3月全国新设市场主体同比增长19.3%。3、北京新增“41+9”，新增3个高风险地区，建外SOHO、望京SOHO、华贸购物中心被临时管控。4、北京单样本核酸检测​展开c,遵义中公教育,今天10:12 来自微博weibo.com,https://weibo.com/2975239842?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,知河北,今天10:07 来自iPhone客户端,https://weibo.com/6364517545?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,蚌埠政法,今天10:06 来自微博视频号,https://weibo.com/6392886792?refer_flag=1001030103_
【湖南長沙居民自建房倒塌事故：第9名被困人員被救出！】5月3日4時15分許，湖南長沙居民自建房倒塌事故第9名被困人員被救出。5月3日淩晨，在事故救援現場，救援人員正在對第九位被困人員進行營救。3時10分左右，消防員判斷其準確位置，并打通一個孔，看到了第九位被困人員，是一名女性。消防人員​展开c,香港中通社,今天10:06 来自微博视频号,https://weibo.com/5999251130?refer_flag=1001030103_
【#长沙民房倒塌为何不揭盖子救#】4月29日中午12时24分，长沙市望城区金山桥街道金坪社区盘树湾一居民自建房发生倒塌事故，一幢8层的房屋粉碎性倒塌。在互联网上，许多网友们也在时刻关注救援现场，为生命鼓劲、为救援加油。同时，也有许多网友提出了自己的一些思考和看法。比如，“为什么不能直接从上​展开c,融媒体张灏,今天10:03 来自融媒体张灏HarmonyOS设备,https://weibo.com/2209730323?refer_flag=1001030103_
#站站的加油一刻#【快讯！#长沙自建房倒塌救出第8名被困人员#】4月29日，湖南长沙一居民自建房发生倒塌事故，造成23人被困，另有39人失联。5月2日19时20分左右，第8名被困人员被救出。据悉，现场救援条件极其复杂，第8名被困人员是一个小女孩，被埋压在一层横向的位置，救援人员首次到达现场后，已为其​展开c,中青网校通社川北医记者站,今天10:03 来自微博视频号,https://weibo.com/5140574859?refer_flag=1001030103_
#长沙身边事#【长沙万象：#长沙五一商圈7家密室逃脱被查封#】5月1日，长沙市芙蓉区多部门组成专项行动小组，前往湖南供销大厦对18家“密室逃脱”场所开展了专项检查。对存在火灾隐患的7家“密室逃脱”场所，进行了临时查封并责令其停业限期整改。#长沙自建房倒塌致23人被困39人失联#@长沙同城​展开c,新长沙建设,今天10:02 来自nova5iPro,https://weibo.com/7076805221?refer_flag=1001030103_
#中公早报#5月3日简报，星期二，农历四月初三，早安！1、湖南长沙居民自建房倒塌事故救援进展：现场仍有生命迹象，已确定第9名被困者位置。2、市场监管总局：3月全国新设市场主体同比增长19.3%。3、北京新增“41+9”，新增3个高风险地区，建外SOHO、望京SOHO、华贸购物中心被临时管控。4、北京单​展开c,兴义中公教育,今天10:02 来自微博weibo.com,https://weibo.com/6018977370?refer_flag=1001030103_
天津：传达学习贯彻习近平总书记对湖南长沙居民自建房倒塌事故的重要指示精神　　1日上午，市防控指挥部紧急调度会议召开，传达学习贯彻习近平总书记对湖南长沙居民自建房倒塌事故的重要指示精神。市委书记李鸿忠提出要求，强调要认真贯彻习近平总书记重要指示精神，坚持人民至上、生命至上，坚持举一​展开c,天津市滨海新区小王庄镇,今天10:01 来自新版微博weibo.com,https://weibo.com/6991174358?refer_flag=1001030103_
#中公早报#5月3日中公早报，星期二，农历四月初三，早安！1、湖南长沙居民自建房倒塌事故救援进展：现场仍有生命迹象，已确定第9名被困者位置。2、市场监管总局：3月全国新设市场主体同比增长19.3%。3、北京新增“41+9”，新增3个高风险地区，建外SOHO、望京SOHO、华贸购物中心被临时管控。4、北​展开c,都匀中公教育,今天10:00 来自微博weibo.com,https://weibo.com/5237624901?refer_flag=1001030103_
#电网动态#【湖南长沙供电公司全力保障“4•29”自建房垮塌事故救援用电】4月29日，湖南长沙市望城区金山桥街道金坪社区盘树湾一居民自建房发生倒塌事故。事故发生后，在国网湖南电力统一调度下，长沙供电公司迅速成立供电应急保电指挥部，派出100余人组成电力保障队伍奔赴现场，紧急架设临时照明线路​展开c,电网头条,今天10:00 来自微博weibo.com,https://weibo.com/5839723092?refer_flag=1001030103_
【湖南长沙居民自建房倒塌事故#第9名被困人员获救时称能看到光#】5月3日4时15分左右，长沙居民自建房倒塌事故#第9名被困人员被救出#，此时距事发已近88小时。据救援人员介绍，被救者是一名女性，消防员在找到其准确定位并打通了一个孔后，问“你能看见光吗？”“能看见。”在得到其肯定回答后，现场医​展开c,蓬安政法,今天09:58 来自微博视频号,https://weibo.com/7535564053?refer_flag=1001030103_
#时政#5月3日，星期二，农历四月初三1、湖南长沙居民自建房倒塌事故救援进展：现场仍有生命迹象，已确定第9名被困者位置。2、市场监管总局：3月全国新设市场主体同比增长19.3%。3、北京新增“41+9”，新增3个高风险地区，建外SOHO、望京SOHO、华贸购物中心被临时管控。4、北京单样本核酸检测价格​展开c,青海中公教育,今天09:54 来自微博weibo.com,https://weibo.com/2170206922?refer_flag=1001030103_
【#第9名被困人员被救#！长沙居民自建房倒塌事故现场救援最新进展】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一​展开c,湖南交通频道官方微博,今天09:53 来自Android,https://weibo.com/1900661044?refer_flag=1001030103_
#买房指导#【住建部部署开展全国自建房安全专项整治】《人民日报》（2022年05月02日第04版）本报北京5月1日电（记者丁怡婷）1日下午，住房和城乡建设部在湖南长沙设主会场召开视频会议，部署全国自建房安全专项整治，切实防范和遏制安全生产重特大事故发生。会议强调，要深刻认识当前自建房​展开c,乐居网秦皇岛,今天09:52 来自乐居网,https://weibo.com/1577736997?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,咸阳聚焦,今天09:50 来自iPhone客户端,https://weibo.com/3142304257?refer_flag=1001030103_
【包洪文主持召开2022年市安委会第二次会议】5月2日，市委副书记、市长包洪文主持召开2022年市安委会第二次会议，传达学习贯彻习近平总书记对长沙居民自建房倒塌事故重要指示精神和李克强总理批示要求，落实省委、省政府相关批示要求及省安委办电视电话会议精神，听取全市自建房安全隐患排查治理情况汇​展开c,三亚市人民政府网,今天09:50 来自微博weibo.com,https://weibo.com/5427391807?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,宝鸡视点,今天09:48 来自iPhone客户端,https://weibo.com/3166231291?refer_flag=1001030103_
【住建部：对经营性自建房进行全面彻查】5月1日下午，住房和城乡建设部在湖南长沙设主会场召开视频会议，要求各地认真吸取湖南长沙居民自建房倒塌事故教训，对房屋市政工程安全生产工作再督促、再落实，切实防范和遏制安全生产重特大事故发生。（记者杨潇）via央视新闻客户端O住建部：对经营性自建房进行全面彻查​展开c,松滋市人民检察院,今天09:48 来自iPhone客户端,https://weibo.com/3262260450?refer_flag=1001030103_
#长沙自建房倒塌救出第8名被困人员#【又一名被困人员被救出！湖南#长沙自建房倒塌事故现场救援最新进展#】5月2日19时20分左右，新华社记者在湖南长沙居民自建房倒塌事故救援现场看到，一名女性成功获救，救出后被紧急送往医院接受治疗。这是本次事故发生以来第八名获救被困者。L新华社的微博视频​展开c,松滋市人民检察院,今天09:48 来自iPhone客户端,https://weibo.com/3262260450?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,中国经济周刊,今天09:47 来自微博视频号,https://weibo.com/1738742554?refer_flag=1001030103_
#中公早报##资讯##时政热点#公务员备考增速明显放缓；2、目标海拔8800米，世界海拔最高自动气象站将在珠峰架设；3、全球首支奥密克戎株灭活疫苗临床第一剂在杭州完成接种；4、上海普陀区一福利院将未死亡老人拉走，经殡仪馆发现后送回，区民政局局长等5人被问责，涉事医生被立案；5、长​展开c,深圳中公教育,今天09:47 来自新版微博weibo.com,https://weibo.com/2921445584?refer_flag=1001030103_
#长沙自建房倒塌第9名被困者曾敲击传信号#【长沙居民自建房倒塌事故第九名被困者获救：曾多次敲击传信号】3日4时15分许，长沙居民自建房倒塌事故近88小时后救出第九名被困者。获救女子可与外界交流，已被紧急送往医院。记者在现场看到，2日22时许，救援现场叫停机械作业、人员走动等可能发出声响的行​展开c,正观新闻,今天09:46 来自微博weibo.com,https://weibo.com/7373111326?refer_flag=1001030103_
《第9名被困人员被救出！长沙居民自建房倒塌事故现场救援最新进展-新湖南》5月3日4时15分许，长沙居民自建房倒塌事故的第九名被困人员被救出。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到​展开c,用户6099273939,今天09:46 来自百度App,https://weibo.com/6099273939?refer_flag=1001030103_
#买房指导#【长沙警方通报“4.29”居民自建房倒塌事故】中新经纬5月1日电“长沙警事”微博1日通报望城区“4.29”居民自建房倒塌事故进展，刑拘9人，案件正在进一步办理中。　　来源：“长沙警事”微博，警情通报显示，望城区“4.29”居民自建房倒塌事故发生后，长沙公安机关迅速成立专案组对该起事​展开c,乐居兰州,今天09:46 来自乐居网,https://weibo.com/5460132470?refer_flag=1001030103_
【#湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，在事故救援现场可以看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。消防​展开c,达州发布,今天09:45 来自微博视频号,https://weibo.com/3888223184?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,安康政法,今天09:44 来自微博视频号,https://weibo.com/6315206710?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,松滋市人民检察院,今天09:44 来自iPhone客户端,https://weibo.com/3262260450?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,云南政法,今天09:44 来自微博视频号,https://weibo.com/6345028642?refer_flag=1001030103_
#长沙自建房倒塌救出第8名被困人员#【又一名被救出！#第8名被困人员被救出现场#】5月2日下午7点20分左右，经过近79个小时的持续努力，第8号被困人员被救援出来。现场救援人员介绍，在目前被救出来的8名被困人员中，这是救援难度最大、救援时间最长、被埋位置最低的一位。@人民日报​展开c,花山检察,今天09:43 来自微博视频号,https://weibo.com/5496571663?refer_flag=1001030103_
#长沙居民自建房倒塌事故现场救援最新进展##第9名被困人员被救出##凤凰新闻#【长沙居民自建房倒塌事故救援进展：第9名被困人员被救出】5月3日4时15分许，湖南长沙居民自建房倒塌事故的第九名被困人员被救出。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左...​展开c,咸阳刘某,今天09:42 来自凤凰新闻,https://weibo.com/1110840514?refer_flag=1001030103_
竟然8层自建楼房？！期待被困者都能安全脱离危险🙏【长沙居民自建房倒塌事故救援进展：第9名被困人员被救出】5月3日4时15分许，湖南长沙居民自建房倒塌事故的第九名被困人员被救出。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左...O长沙居民自建房倒塌事故救援进展：第9名被困人员被救出来​展开c,心静梦远,今天09:41 来自凤凰新闻,https://weibo.com/6485678298?refer_flag=1001030103_
就是乐｜简报㊮今日资讯早知道5月3日星期二晴转阴13～26℃1.据成都气象，未来一周成都最高气温将接近或超过30℃。2.《经典咏流传》，邓萃雯万绮雯20多年后同台。#蔡程昱把周总理19岁时写的诗唱成歌#。3.欧阳奋强发文纪念红楼梦播出35周年。#你看过几遍87版红楼梦#4.谷爱凌连续两年​展开c,成都就是乐,今天09:39 来自成都超话,https://weibo.com/1795523365?refer_flag=1001030103_
【#长沙自建房倒塌事故救援第5天#】5月3日凌晨4点，第9名被困者救出，是位女孩，精神状态良好。如果没猜错，这就是那位不想喝难喝生理盐水，要大口大口喝矿泉水的医学生。期待历经生死劫的她在成为正式的医生后，拯救更多的生命。同时也希望其他被困者能得到更快的救助。即使没有受伤，被困100小时后生​展开c,游侠Xiaopeng,今天09:39 来自Android,https://weibo.com/1763681564?refer_flag=1001030103_
【湖南长沙居民自建房倒塌事故#第9名被困人员获救时称能看到光#】5月3日4时15分左右，长沙居民自建房倒塌事故#第9名被困人员被救出#，此时距事发已近88小时。据救援人员介绍，被救者是一名女性，消防员在找到其准确定位并打通了一个孔后，问“你能看见光吗？”“能看见。”在得到其肯定回答后，现场医​展开c,花山检察,今天09:39 来自微博视频号,https://weibo.com/5496571663?refer_flag=1001030103_
【事故88小时后，第九名被困者获救！】5月3日4时15分左右，长沙居民自建房倒塌事故#第9名被困人员被救出#，此时距事发已近88小时。据救援人员介绍，被救者是一名女性，消防员在找到其准确定位并打通了一个孔后，问“你能看见光吗？”“能看见。”在得到其肯定回答后，现场医务人员通过交流判断其生命​展开c,动静贵州,今天09:38 来自微博视频号,https://weibo.com/5550357934?refer_flag=1001030103_
5月3日，星期二，农历四月初三1、湖南长沙居民自建房倒塌事故救援进展：现场仍有生命迹象，已确定第9名被困者位置。2、市场监管总局：3月全国新设市场主体同比增长19.3%。3、北京新增“41+9”，新增3个高风险地区，建外SOHO、望京SOHO、华贸购物中心被临时管控。4、北京单样本核酸检测价格降至19.7​展开c,河南中公事业部,今天09:37 来自新版微博weibo.com,https://weibo.com/3716300815?refer_flag=1001030103_
【最新！湖南长沙居民自建房倒塌事故#第9名被困人员被救出#】5月3日4时15分许，湖南#长沙居民自建房倒塌事故第9名被困人员被救出#。5月3日凌晨，记者在事故救援现场看到，救援人员正在对第九位被困人员进行营救。3时10分左右，消防员判断其准确位置，并打通一个孔，看到了第九位被困人员，是一名女性。​展开c,青白江司法,今天09:35 来自微博视频号,https://weibo.com/2541655084?refer_flag=1001030103_
美好的一天，从读报开始，5月3日，壬寅年四月初三​，星期二，劳动节快乐，幸福生活1、长沙自建房倒塌事故警方刑拘9人：检测公司曾出具虚假安全鉴定报告；2、江苏无锡调整个人住房转让增值税免征年限，5年改2年；3、深圳安排1亿元补贴电子和家电消费;4、刘畊宏带火小店瑜伽垫销量翻三倍，“健身器​展开c,山河皆可平1988,今天09:35 来自HarmonyOS设备,https://weibo.com/7575249726?refer_flag=1001030103_
#长沙居民自建房倒塌事故救出第9名被困者#【长沙居民自建房倒塌事故近88小时后救出第九名被困者】#长沙居民自建房倒塌事故现场救援最新进展#3日4时15分许，长沙居民自建房倒塌事故近88小时后救出第九名被困者。获救女子可与外界交流，已被紧急送往医院。　　记者在现场看到，2日22时许，救援现场叫停​展开c,松滋市人民检察院,今天09:34 来自iPhone客户端,https://weibo.com/3262260450?refer_flag=1001030103_
